Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_Name,Segment,City,State,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-2023-01975,2023-11-14,2023-11-16,Second Class,Michael Barker,Corporate,Seattle,Washington,West,Office Supplies,Binders,Report Covers 25-Pack,17.13,1,0.0,4.95
ORD-2023-08633,2023-11-14,2023-11-17,Standard Class,Dana Baldwin,Consumer,Atlanta,Georgia,East,Office Supplies,Binders,Report Covers 25-Pack,47.29,4,0.25,5.58
ORD-2023-06594,2023-11-14,2023-11-20,First Class,Olivia Dorsey,Home Office,Columbus,Ohio,Central,Office Supplies,Paper,Sticky Notes Bulk Pack,28.56,3,0.4,3.36
ORD-2023-05739,2023-11-14,2023-11-17,Standard Class,Zachary Mckay,Corporate,Portland,Oregon,West,Furniture,Tables,Standing Desk Electric,523.04,1,0.0,117.42
ORD-2023-08000,2023-11-15,2023-11-17,Second Class,Tammy Alexander,Consumer,Portland,Oregon,West,Technology,Monitors,"LG 4K 32""",4579.28,12,0.1,1095.24
ORD-2023-07799,2023-11-15,2023-11-17,Standard Class,Joshua Lewis,Consumer,Austin,Texas,South,Technology,Phones,iPhone 15 Pro,914.56,1,0.05,270.56
ORD-2023-07849,2023-11-15,2023-11-22,Standard Class,Dennis Thompson,Consumer,St. Louis,Missouri,Central,Furniture,Chairs,Standing Desk Stool,627.85,3,0.05,-12.31
ORD-2023-02181,2023-11-15,2023-11-20,Standard Class,Erica Brown,Corporate,St. Louis,Missouri,Central,Office Supplies,Paper,Copy Paper 5000 Sheets,133.51,3,0.05,30.61
ORD-2023-06985,2023-11-15,2023-11-16,Standard Class,Elizabeth Anderson,Consumer,Dallas,Texas,Central,Furniture,Chairs,Task Chair Standard,1646.19,12,0.15,-173.67
ORD-2023-08004,2023-11-15,2023-11-18,Second Class,Carol Taylor DDS,Home Office,New York,New York,East,Office Supplies,Art Supplies,Pencil Set Mechanical,69.85,4,0.0,29.7
ORD-2023-05127,2023-11-15,2023-11-18,Standard Class,Joshua White,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Binders,Report Covers 25-Pack,139.36,11,0.15,47.1
ORD-2023-06370,2023-11-15,2023-11-18,Standard Class,Aaron Black,Corporate,Portland,Oregon,West,Furniture,Furnishings,Desk Lamp LED,41.49,1,0.25,-2.96
ORD-2023-09051,2023-11-15,2023-11-20,First Class,Jessica Barron,Consumer,Washington,District of Columbia,East,Furniture,Chairs,Ergonomic Mesh Chair,352.87,1,0.05,63.38
ORD-2023-03729,2023-11-15,2023-11-21,Standard Class,Nathan Mcgee,Corporate,New York,New York,East,Office Supplies,Storage,Drawer Organizer,45.5,2,0.0,20.41
ORD-2023-05028,2023-11-15,2023-11-19,Standard Class,Allison Gilbert,Corporate,St. Louis,Missouri,Central,Technology,Monitors,"Samsung Curved 34""",976.42,2,0.0,156.7
ORD-2023-09837,2023-11-15,2023-11-18,First Class,Jeffery Nguyen,Consumer,Nashville,Tennessee,South,Office Supplies,Storage,Label Maker Pro,83.28,2,0.05,19.77
ORD-2023-06196,2023-11-15,2023-11-21,Standard Class,Joseph Dougherty,Consumer,Atlanta,Georgia,East,Technology,Laptops,ThinkPad X1 Carbon,3020.64,3,0.2,582.98
ORD-2023-03055,2023-11-15,2023-11-21,Second Class,Lori Little,Corporate,Miami,Florida,East,Furniture,Furnishings,Whiteboard 48x36,90.31,1,0.2,1.77
ORD-2023-04247,2023-11-15,2023-11-16,Standard Class,Becky Parrish,Corporate,Salt Lake City,Utah,West,Furniture,Tables,Conference Table 8ft,5465.4,7,0.2,-793.58
ORD-2023-02785,2023-11-15,2023-11-18,Standard Class,Luis Murphy,Corporate,Memphis,Tennessee,South,Furniture,Chairs,Executive Leather Chair,2949.0,9,0.4,-458.76
ORD-2023-03872,2023-11-15,2023-11-20,First Class,Brandon Powell,Consumer,Louisville,Kentucky,South,Office Supplies,Storage,Drawer Organizer,67.14,3,0.0,15.44
ORD-2023-05315,2023-11-16,2023-11-20,Standard Class,Mrs. Olivia Petersen,Consumer,Kansas City,Missouri,Central,Office Supplies,Paper,Cardstock 250 Sheets,32.31,1,0.0,8.59
ORD-2023-01756,2023-11-16,2023-11-21,Standard Class,Casey Campbell,Corporate,Raleigh,North Carolina,South,Office Supplies,Binders,Expanding File Folder,20.48,2,0.0,6.14
ORD-2023-01935,2023-11-16,2023-11-19,Standard Class,Brenda Pierce,Home Office,Orlando,Florida,South,Office Supplies,Binders,Expanding File Folder,23.38,3,0.25,7.86
ORD-2023-07234,2023-11-16,2023-11-19,Second Class,Nancy Black,Home Office,San Francisco,California,West,Technology,Monitors,"Dell UltraSharp 27""",340.55,1,0.2,5.52
ORD-2023-05671,2023-11-16,2023-11-20,Standard Class,Mitchell Williams,Consumer,Louisville,Kentucky,South,Technology,Monitors,"LG 4K 32""",1575.31,5,0.15,269.89
ORD-2023-09793,2023-11-16,2023-11-21,Standard Class,Laura Patel,Corporate,Jacksonville,Florida,East,Technology,Accessories,USB-C Hub 10-in-1,55.13,1,0.0,10.07
ORD-2023-02389,2023-11-16,2023-11-19,Second Class,Jordan Pace,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,iPhone 15 Pro,1792.28,2,0.05,302.09
ORD-2023-03827,2023-11-16,2023-11-17,Standard Class,Alexander Guzman,Corporate,Baltimore,Maryland,East,Office Supplies,Paper,Cardstock 250 Sheets,82.18,3,0.0,31.36
ORD-2023-08909,2023-11-16,2023-11-21,Same Day,Christopher Blake,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Storage,Label Maker Pro,108.94,3,0.3,4.48
ORD-2023-03980,2023-11-16,2023-11-23,Standard Class,Stacy Werner,Corporate,Kansas City,Missouri,Central,Office Supplies,Paper,Cardstock 250 Sheets,171.89,7,0.2,43.14
ORD-2023-02439,2023-11-16,2023-11-23,Second Class,Cory Willis,Corporate,Denver,Colorado,West,Technology,Accessories,AirPods Pro,892.85,5,0.25,101.42
ORD-2023-05844,2023-11-16,2023-11-17,Standard Class,Melissa Parker,Corporate,Nashville,Tennessee,South,Technology,Monitors,"Samsung Curved 34""",496.38,1,0.0,108.55
ORD-2023-07715,2023-11-16,2023-11-20,Standard Class,Parker Brown,Consumer,Phoenix,Arizona,West,Technology,Accessories,USB-C Hub 10-in-1,46.82,1,0.15,5.32
ORD-2023-03197,2023-11-16,2023-11-22,First Class,Erica Lane,Consumer,Nashville,Tennessee,South,Technology,Monitors,"Dell UltraSharp 27""",1871.62,6,0.2,115.6
ORD-2023-01505,2023-11-16,2023-11-17,Second Class,James Barber,Home Office,Tampa,Florida,South,Technology,Monitors,"ASUS ProArt 27""",2858.01,5,0.2,38.68
ORD-2023-06888,2023-11-16,2023-11-21,Standard Class,Nicole Jones,Consumer,Dallas,Texas,Central,Technology,Phones,iPhone 15 Pro,1542.08,2,0.15,316.96
ORD-2023-01776,2023-11-17,2023-11-21,Standard Class,Raymond Curry,Home Office,Detroit,Michigan,Central,Technology,Laptops,ThinkPad X1 Carbon,3911.02,3,0.0,1355.14
ORD-2023-09038,2023-11-17,2023-11-18,Standard Class,Kimberly Ward,Consumer,Milwaukee,Wisconsin,Central,Technology,Accessories,USB-C Hub 10-in-1,207.87,5,0.2,46.58
ORD-2023-08695,2023-11-17,2023-11-21,Same Day,Elizabeth Villarreal,Consumer,Memphis,Tennessee,South,Technology,Accessories,AirPods Pro,2554.58,12,0.15,339.75
ORD-2023-07246,2023-11-17,2023-11-21,First Class,Lori Howard,Home Office,Memphis,Tennessee,South,Office Supplies,Storage,Storage Boxes 12-Pack,32.75,1,0.0,13.04
ORD-2023-06104,2023-11-17,2023-11-21,Standard Class,April Wiley,Home Office,Memphis,Tennessee,South,Office Supplies,Storage,Label Maker Pro,151.09,4,0.15,17.29
ORD-2023-09006,2023-11-17,2023-11-19,Second Class,Cody Lopez,Consumer,Detroit,Michigan,Central,Technology,Accessories,USB-C Hub 10-in-1,224.8,5,0.0,36.8
ORD-2023-07262,2023-11-17,2023-11-22,Second Class,Patrick Medina,Consumer,Atlanta,Georgia,East,Office Supplies,Storage,Tape Dispenser Heavy,14.64,1,0.05,3.64
ORD-2023-04137,2023-11-17,2023-11-22,Standard Class,Bridget Wallace,Consumer,New York,New York,East,Furniture,Tables,Compact Writing Desk,834.42,3,0.0,34.76
ORD-2023-07515,2023-11-17,2023-11-22,Standard Class,Betty Johnson,Home Office,Nashville,Tennessee,South,Office Supplies,Paper,Cardstock 250 Sheets,62.07,2,0.0,21.77
ORD-2023-08178,2023-11-17,2023-11-21,Standard Class,Olivia Russell,Consumer,Portland,Oregon,West,Office Supplies,Binders,3-Ring Binder Set,15.41,1,0.3,0.54
ORD-2023-05553,2023-11-17,2023-11-23,Same Day,Joseph Sullivan,Home Office,Kansas City,Missouri,Central,Furniture,Chairs,Standing Desk Stool,2419.77,11,0.0,462.47
ORD-2023-03093,2023-11-17,2023-11-24,Standard Class,Shannon Jones,Consumer,Charlotte,North Carolina,East,Furniture,Bookcases,5-Shelf Bookcase Oak,1218.27,6,0.0,202.62
ORD-2023-02680,2023-11-17,2023-11-22,Second Class,William Martinez,Consumer,New Orleans,Louisiana,South,Furniture,Tables,Corner Desk L-Shape,372.08,1,0.0,46.89
ORD-2023-09268,2023-11-17,2023-11-18,Standard Class,Michael Conrad,Consumer,New Orleans,Louisiana,South,Furniture,Bookcases,5-Shelf Bookcase Oak,968.03,6,0.05,81.55
ORD-2023-02161,2023-11-17,2023-11-18,Second Class,Rebecca Brown,Corporate,San Diego,California,West,Office Supplies,Paper,Sticky Notes Bulk Pack,44.1,3,0.1,8.63
ORD-2023-04299,2023-11-17,2023-11-21,Standard Class,Barbara Fields,Corporate,New York,New York,East,Furniture,Tables,Compact Writing Desk,2147.21,8,0.0,333.68
ORD-2023-00464,2023-11-18,2023-11-22,Standard Class,Taylor Carlson,Consumer,Nashville,Tennessee,South,Furniture,Tables,Compact Writing Desk,763.22,4,0.15,19.11
ORD-2023-01085,2023-11-18,2023-11-20,Standard Class,Eugene Baldwin,Corporate,Washington,District of Columbia,East,Furniture,Furnishings,Desk Lamp LED,50.38,1,0.2,5.97
ORD-2023-05546,2023-11-18,2023-11-22,Standard Class,Steven Swanson,Home Office,Atlanta,Georgia,East,Technology,Laptops,ThinkPad X1 Carbon,7802.13,6,0.0,2173.23
ORD-2023-00537,2023-11-18,2023-11-22,Standard Class,Morgan Valencia,Consumer,Memphis,Tennessee,South,Office Supplies,Paper,Copy Paper 5000 Sheets,81.49,2,0.0,21.98
ORD-2023-02040,2023-11-18,2023-11-20,Second Class,Michael Keller,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,Legal Pads 12-Pack,23.92,1,0.0,10.27
ORD-2023-03329,2023-11-18,2023-11-19,Standard Class,Shannon Hurley,Corporate,Milwaukee,Wisconsin,Central,Technology,Laptops,MacBook Air M3,2105.56,2,0.0,357.78
ORD-2023-09375,2023-11-18,2023-11-22,Standard Class,Richard Noble,Consumer,New Orleans,Louisiana,South,Furniture,Furnishings,Filing Cabinet 3-Drawer,808.62,4,0.05,70.56
ORD-2023-06571,2023-11-18,2023-11-24,Standard Class,Matthew Morris,Corporate,Detroit,Michigan,Central,Office Supplies,Art Supplies,Pencil Set Mechanical,47.65,4,0.15,15.55
ORD-2023-07916,2023-11-18,2023-11-22,Standard Class,David Wilson,Consumer,Orlando,Florida,South,Technology,Laptops,MacBook Air M3,6638.13,8,0.2,292.85
ORD-2023-03424,2023-11-18,2023-11-21,Standard Class,Ryan Guerrero,Consumer,Milwaukee,Wisconsin,Central,Furniture,Tables,Compact Writing Desk,186.08,1,0.25,-20.0
ORD-2023-09020,2023-11-18,2023-11-21,First Class,Deborah Price,Consumer,Austin,Texas,South,Office Supplies,Paper,Cardstock 250 Sheets,27.39,1,0.15,9.09
ORD-2023-08406,2023-11-18,2023-11-23,First Class,Scott Velazquez,Consumer,Denver,Colorado,West,Technology,Monitors,"Samsung Curved 34""",542.91,1,0.05,169.02
ORD-2023-01118,2023-11-18,2023-11-21,First Class,Erin Smith,Corporate,Orlando,Florida,South,Furniture,Furnishings,Filing Cabinet 3-Drawer,383.62,2,0.05,23.21
ORD-2023-06793,2023-11-18,2023-11-24,Standard Class,Caitlin Wilson,Consumer,Atlanta,Georgia,East,Furniture,Chairs,Task Chair Standard,154.46,2,0.4,-15.64
ORD-2023-07431,2023-11-18,2023-11-20,Standard Class,Matthew Garza,Consumer,Atlanta,Georgia,East,Furniture,Bookcases,Metal Storage Shelf,145.93,1,0.0,17.91
ORD-2023-09751,2023-11-18,2023-11-23,Same Day,Corey Daniels,Corporate,San Diego,California,West,Furniture,Furnishings,Filing Cabinet 3-Drawer,372.45,2,0.0,0.4
ORD-2023-01181,2023-11-18,2023-11-20,Second Class,Michelle Walls,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Desk Organizer Set,213.54,5,0.0,-9.78
ORD-2023-05151,2023-11-18,2023-11-22,Second Class,Kristin Herman,Home Office,Austin,Texas,South,Office Supplies,Binders,Expanding File Folder,56.94,5,0.05,21.66
ORD-2023-00277,2023-11-18,2023-11-22,Standard Class,Wayne Morgan,Corporate,Denver,Colorado,West,Technology,Laptops,Dell XPS 15,4167.66,4,0.2,859.63
ORD-2023-00471,2023-11-18,2023-11-24,Second Class,Veronica King,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,Legal Pads 12-Pack,49.27,2,0.1,6.07
ORD-2023-04325,2023-11-19,2023-11-23,Standard Class,Thomas Mcgrath,Home Office,Jacksonville,Florida,East,Technology,Monitors,"LG 4K 32""",334.23,1,0.05,100.61
ORD-2023-06858,2023-11-19,2023-11-23,Standard Class,Denise Wiley,Consumer,Boston,Massachusetts,East,Technology,Accessories,Logitech MX Master,204.88,2,0.0,58.4
ORD-2023-03802,2023-11-19,2023-11-22,Second Class,Stephen Lopez,Consumer,Columbus,Ohio,Central,Furniture,Tables,Standing Desk Electric,1755.05,4,0.15,60.17
ORD-2023-03620,2023-11-19,2023-11-23,Same Day,Tyler Fisher,Home Office,Los Angeles,California,West,Technology,Accessories,Logitech MX Master,168.53,2,0.2,25.59
ORD-2023-05173,2023-11-19,2023-11-25,Standard Class,Christina Smith,Consumer,Phoenix,Arizona,West,Furniture,Furnishings,Desk Organizer Set,77.96,2,0.0,-2.23
ORD-2023-08250,2023-11-19,2023-11-21,Standard Class,Cindy Garza,Corporate,Seattle,Washington,West,Furniture,Bookcases,Metal Storage Shelf,499.02,4,0.1,3.68
ORD-2023-08400,2023-11-19,2023-11-23,First Class,Scott Harrell,Consumer,Louisville,Kentucky,South,Technology,Phones,OnePlus 12,3922.1,8,0.25,-76.92
ORD-2023-08720,2023-11-19,2023-11-24,Standard Class,Jason Greene,Corporate,Raleigh,North Carolina,South,Office Supplies,Storage,Label Maker Pro,176.54,4,0.0,44.17
ORD-2023-09949,2023-11-19,2023-11-23,Standard Class,Dr. Jennifer Smith DVM,Consumer,Los Angeles,California,West,Office Supplies,Binders,Presentation Binder,61.85,3,0.0,25.12
ORD-2023-09972,2023-11-20,2023-11-22,Second Class,Angela Jenkins,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,Presentation Binder,14.79,1,0.25,1.2
ORD-2023-08563,2023-11-20,2023-11-23,Standard Class,Angela Russell,Consumer,Charlotte,North Carolina,East,Office Supplies,Art Supplies,Pen Set Professional,100.92,3,0.0,25.79
ORD-2023-07841,2023-11-20,2023-11-25,Second Class,Amy Hunter,Corporate,Orlando,Florida,South,Office Supplies,Paper,Cardstock 250 Sheets,171.55,6,0.05,54.56
ORD-2023-00278,2023-11-20,2023-11-22,Standard Class,Marie Christian,Consumer,New Orleans,Louisiana,South,Office Supplies,Binders,3-Ring Binder Set,37.39,2,0.2,12.19
ORD-2023-07587,2023-11-20,2023-11-25,Second Class,Peter Gonzalez,Corporate,Tampa,Florida,South,Technology,Accessories,USB-C Hub 10-in-1,430.07,10,0.2,57.23
ORD-2023-03426,2023-11-20,2023-11-23,Standard Class,Chad Bennett,Home Office,Milwaukee,Wisconsin,Central,Office Supplies,Art Supplies,Pen Set Professional,417.06,12,0.1,52.33
ORD-2023-05133,2023-11-20,2023-11-26,Standard Class,Latasha Mendez,Consumer,Denver,Colorado,West,Technology,Phones,OnePlus 12,593.42,1,0.1,76.03
ORD-2023-07287,2023-11-20,2023-11-24,Second Class,Nicole Herman MD,Corporate,Louisville,Kentucky,South,Technology,Laptops,ThinkPad X1 Carbon,2832.91,3,0.2,389.7
ORD-2023-04537,2023-11-20,2023-11-25,Standard Class,John Zavala,Consumer,Portland,Oregon,West,Office Supplies,Binders,Presentation Binder,20.17,1,0.0,5.89
ORD-2023-06106,2023-11-20,2023-11-24,Standard Class,John Estrada,Corporate,Louisville,Kentucky,South,Technology,Monitors,"LG 4K 32""",1329.33,4,0.15,247.1
ORD-2023-05244,2023-11-20,2023-11-25,Standard Class,Jeffrey Long,Consumer,Denver,Colorado,West,Furniture,Chairs,Task Chair Standard,117.62,1,0.1,4.63
ORD-2023-01058,2023-11-21,2023-11-23,Standard Class,Brian Hunt,Consumer,New York,New York,East,Furniture,Bookcases,Glass Display Case,1045.57,4,0.1,9.5
ORD-2023-06748,2023-11-21,2023-11-24,Standard Class,Joseph Green,Corporate,Phoenix,Arizona,West,Technology,Phones,iPhone 15 Pro,924.16,1,0.05,248.6
ORD-2023-01399,2023-11-21,2023-11-24,Standard Class,Mariah Thompson,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,Webcam HD 1080p,219.43,3,0.0,50.33
ORD-2023-06208,2023-11-21,2023-11-24,First Class,Nicholas Little,Consumer,Jacksonville,Florida,East,Office Supplies,Paper,Copy Paper 5000 Sheets,257.81,5,0.0,106.26
ORD-2023-00660,2023-11-21,2023-11-24,First Class,Lori Simmons,Consumer,New Orleans,Louisiana,South,Technology,Phones,OnePlus 12,1066.36,2,0.2,80.63
ORD-2023-00509,2023-11-21,2023-11-25,Standard Class,Joshua Vance,Consumer,Baltimore,Maryland,East,Furniture,Tables,Conference Table 8ft,804.46,1,0.05,138.14
ORD-2023-02197,2023-11-21,2023-11-25,First Class,Carl Leach,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Sticky Notes Bulk Pack,16.87,1,0.15,5.52
ORD-2023-05818,2023-11-21,2023-11-23,Standard Class,Crystal Clayton,Consumer,San Francisco,California,West,Furniture,Chairs,Standing Desk Stool,488.24,3,0.2,69.51
ORD-2023-09337,2023-11-21,2023-11-24,Standard Class,William Mitchell,Consumer,Houston,Texas,Central,Office Supplies,Storage,Drawer Organizer,46.69,2,0.1,8.63
ORD-2023-06831,2023-11-21,2023-11-24,Standard Class,Julie Hill,Consumer,Baltimore,Maryland,East,Office Supplies,Storage,Label Maker Pro,33.42,1,0.4,-0.13
ORD-2023-06233,2023-11-21,2023-11-25,First Class,Michael Buchanan,Corporate,Birmingham,Alabama,South,Furniture,Bookcases,5-Shelf Bookcase Oak,1021.34,7,0.1,149.91
ORD-2023-05307,2023-11-21,2023-11-27,First Class,Lauren Trevino,Consumer,San Francisco,California,West,Technology,Monitors,"Dell UltraSharp 27""",901.39,3,0.3,172.82
ORD-2023-08658,2023-11-21,2023-11-25,Standard Class,Philip Weaver,Consumer,Jacksonville,Florida,East,Office Supplies,Storage,Label Maker Pro,225.98,5,0.1,26.41
ORD-2023-04495,2023-11-21,2023-11-24,First Class,Mark Webster,Corporate,Charlotte,North Carolina,East,Office Supplies,Art Supplies,Marker Set 24-Color,31.38,1,0.0,10.45
ORD-2023-02354,2023-11-21,2023-11-24,Standard Class,Donna Stanton,Corporate,Minneapolis,Minnesota,Central,Furniture,Bookcases,5-Shelf Bookcase Oak,258.84,2,0.2,-32.44
ORD-2023-04697,2023-11-21,2023-11-26,Standard Class,Cody Davidson,Corporate,Atlanta,Georgia,East,Office Supplies,Storage,Tape Dispenser Heavy,17.05,1,0.15,2.11
ORD-2023-07183,2023-11-22,2023-11-25,Second Class,Melanie Watson,Home Office,Philadelphia,Pennsylvania,East,Technology,Laptops,MacBook Air M3,4696.03,5,0.2,810.05
ORD-2023-09265,2023-11-22,2023-11-26,Same Day,Brian Peters,Corporate,Charlotte,North Carolina,East,Office Supplies,Paper,Cardstock 250 Sheets,60.46,4,0.4,-2.57
ORD-2023-02660,2023-11-22,2023-11-27,Standard Class,Connie Scott,Consumer,Baltimore,Maryland,East,Furniture,Furnishings,Desk Lamp LED,251.98,4,0.05,9.61
ORD-2023-03925,2023-11-22,2023-11-25,Standard Class,Steven Rodriguez,Corporate,Sacramento,California,West,Technology,Accessories,Logitech MX Master,324.93,6,0.4,14.38
ORD-2023-03665,2023-11-22,2023-11-26,Second Class,James Spears,Home Office,Memphis,Tennessee,South,Furniture,Furnishings,Filing Cabinet 3-Drawer,398.23,3,0.2,45.7
ORD-2023-07294,2023-11-22,2023-11-28,Standard Class,Sean Mendez,Corporate,Columbus,Ohio,Central,Technology,Accessories,Webcam HD 1080p,298.08,4,0.15,70.32
ORD-2023-00894,2023-11-22,2023-11-25,Second Class,Cassie Brock,Consumer,Columbus,Ohio,Central,Office Supplies,Storage,Label Maker Pro,47.25,1,0.05,16.15
ORD-2023-05721,2023-11-22,2023-11-27,Standard Class,Gary Chavez,Corporate,Richmond,Virginia,East,Technology,Laptops,ThinkPad X1 Carbon,4342.37,4,0.0,1464.74
ORD-2023-09349,2023-11-22,2023-11-29,Standard Class,Michelle Kerr,Home Office,Chicago,Illinois,Central,Office Supplies,Art Supplies,Pen Set Professional,148.69,4,0.05,65.17
ORD-2023-00068,2023-11-22,2023-11-23,Same Day,Carol Tucker,Home Office,Indianapolis,Indiana,Central,Office Supplies,Storage,Tape Dispenser Heavy,221.23,11,0.0,74.04
ORD-2023-01834,2023-11-22,2023-11-25,Standard Class,Bryan Thomas,Consumer,Columbus,Ohio,Central,Technology,Laptops,ThinkPad X1 Carbon,2615.37,2,0.0,862.32
ORD-2023-03133,2023-11-22,2023-11-25,Second Class,Chelsea Ramirez,Corporate,Kansas City,Missouri,Central,Technology,Monitors,"LG 4K 32""",297.73,1,0.25,13.47
ORD-2023-04330,2023-11-22,2023-11-27,Standard Class,Kimberly Stone DDS,Consumer,Los Angeles,California,West,Furniture,Tables,Conference Table 8ft,1963.71,2,0.05,78.83
ORD-2023-03951,2023-11-22,2023-11-24,Standard Class,Robert Cooper,Corporate,San Antonio,Texas,South,Furniture,Tables,Standing Desk Electric,883.3,2,0.15,-94.55
ORD-2023-07191,2023-11-23,2023-11-30,Standard Class,Lauren Hooper,Corporate,St. Louis,Missouri,Central,Technology,Laptops,HP Spectre x360,1564.64,2,0.2,169.6
ORD-2023-09242,2023-11-23,2023-11-28,Standard Class,Matthew David Jr.,Corporate,Boston,Massachusetts,East,Office Supplies,Art Supplies,Pencil Set Mechanical,58.53,5,0.2,18.32
ORD-2023-02996,2023-11-23,2023-11-28,Second Class,Anna Valenzuela,Consumer,Nashville,Tennessee,South,Technology,Accessories,AirPods Pro,673.18,3,0.1,196.42
ORD-2023-09491,2023-11-23,2023-11-25,Standard Class,Troy Baker,Consumer,Salt Lake City,Utah,West,Office Supplies,Art Supplies,Pen Set Professional,98.6,3,0.0,37.01
ORD-2023-01264,2023-11-23,2023-11-26,Second Class,Nicholas Humphrey,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Whiteboard 48x36,965.97,7,0.0,222.11
ORD-2023-07576,2023-11-23,2023-11-26,Standard Class,Jamie Robbins,Corporate,Milwaukee,Wisconsin,Central,Furniture,Chairs,Standing Desk Stool,776.24,4,0.05,45.97
ORD-2023-02350,2023-11-23,2023-11-25,Standard Class,Christina Faulkner,Corporate,Seattle,Washington,West,Technology,Accessories,USB-C Hub 10-in-1,390.64,9,0.2,88.55
ORD-2023-09582,2023-11-23,2023-11-26,Standard Class,Michelle Jones,Corporate,San Francisco,California,West,Technology,Phones,Google Pixel 8,510.48,1,0.2,109.58
ORD-2023-01694,2023-11-23,2023-11-29,Standard Class,Michael Mckinney,Home Office,Salt Lake City,Utah,West,Furniture,Chairs,Task Chair Standard,594.06,5,0.1,35.4
ORD-2023-00254,2023-11-23,2023-11-29,Standard Class,Barbara Dudley,Corporate,Portland,Oregon,West,Office Supplies,Art Supplies,Highlighter 12-Pack,105.8,10,0.2,30.77
ORD-2023-01909,2023-11-23,2023-11-30,Standard Class,Shaun Meyer DDS,Consumer,Memphis,Tennessee,South,Office Supplies,Binders,3-Ring Binder Set,142.79,7,0.0,40.48
ORD-2023-07426,2023-11-23,2023-11-27,Standard Class,Ashlee Williams,Corporate,Los Angeles,California,West,Technology,Laptops,HP Spectre x360,4751.23,5,0.0,541.61
ORD-2023-06500,2023-11-23,2023-11-28,Second Class,Maureen Carter,Home Office,Las Vegas,Nevada,West,Furniture,Tables,Compact Writing Desk,1276.69,7,0.15,60.67
ORD-2023-02639,2023-11-23,2023-11-25,Standard Class,Jesus Hale,Corporate,Jacksonville,Florida,East,Technology,Phones,OnePlus 12,1204.28,2,0.0,374.34
ORD-2023-02147,2023-11-23,2023-11-28,Standard Class,Terry Barajas,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,Expanding File Folder,8.47,1,0.25,2.15
ORD-2023-03199,2023-11-23,2023-11-26,Standard Class,Elizabeth Miller,Corporate,Richmond,Virginia,East,Office Supplies,Paper,Cardstock 250 Sheets,222.3,9,0.0,72.63
ORD-2023-04946,2023-11-23,2023-11-27,Standard Class,Sarah Wall,Consumer,Louisville,Kentucky,South,Office Supplies,Art Supplies,Marker Set 24-Color,50.9,2,0.2,8.38
ORD-2023-02323,2023-11-23,2023-11-30,Standard Class,Stacy Fitzgerald,Consumer,Orlando,Florida,South,Furniture,Furnishings,Desk Lamp LED,252.54,5,0.0,41.87
ORD-2023-09729,2023-11-24,2023-11-26,First Class,Daniel Petty,Home Office,Richmond,Virginia,East,Furniture,Chairs,Standing Desk Stool,1164.54,8,0.2,141.61
ORD-2023-04045,2023-11-24,2023-11-29,Second Class,Amanda Arroyo,Corporate,Orlando,Florida,South,Technology,Monitors,"Dell UltraSharp 27""",414.81,1,0.1,60.01
ORD-2023-08503,2023-11-24,2023-11-28,Standard Class,Jonathon Gallagher,Corporate,Dallas,Texas,Central,Furniture,Tables,Compact Writing Desk,1107.77,6,0.15,15.02
ORD-2023-09713,2023-11-24,2023-11-29,Second Class,Cathy Thomas,Corporate,Sacramento,California,West,Technology,Phones,Google Pixel 8,1384.65,2,0.0,370.37
ORD-2023-07187,2023-11-24,2023-11-27,Standard Class,Erik Dean,Consumer,Columbus,Ohio,Central,Office Supplies,Binders,Expanding File Folder,10.63,1,0.05,4.08
ORD-2023-04242,2023-11-24,2023-11-28,Second Class,John Browning,Home Office,Phoenix,Arizona,West,Office Supplies,Storage,Label Maker Pro,153.29,4,0.25,40.01
ORD-2023-03232,2023-11-24,2023-11-28,Standard Class,Jeffery Johnson,Consumer,San Antonio,Texas,South,Office Supplies,Storage,Label Maker Pro,105.4,2,0.05,22.05
ORD-2023-08620,2023-11-24,2023-11-27,Standard Class,Virginia Martinez,Consumer,Columbus,Ohio,Central,Technology,Phones,OnePlus 12,1870.77,3,0.05,524.6
ORD-2023-03713,2023-11-24,2023-11-29,First Class,Charles Baker,Home Office,Richmond,Virginia,East,Office Supplies,Storage,Tape Dispenser Heavy,41.28,2,0.0,7.15
ORD-2023-05514,2023-11-24,2023-11-26,Standard Class,Alicia Navarro,Consumer,Philadelphia,Pennsylvania,East,Furniture,Bookcases,Floating Wall Shelf Set,191.51,2,0.0,36.13
ORD-2023-07264,2023-11-25,2023-11-29,Second Class,Daniel Carter,Corporate,San Francisco,California,West,Furniture,Tables,Corner Desk L-Shape,771.38,2,0.1,87.81
